nombre_carrera,universidad,tipo_universidad,ciudad,comunidad_autonoma,modalidad,duracion_años,creditos_ects,rama_conocimiento,nota_corte,plazas,idioma,url_info
Grado en Traducción e Interpretación,Universidad de Girona,Pública,Girona,Cataluña,Presencial,4,240,Artes y Humanidades,10.4,60,Catalán/Español,https://www.udg.edu
Grado en Traducción e Interpretación,Universidad de Granada,Pública,Granada,Andalucía,Presencial,4,240,Artes y Humanidades,9.9,110,Español,https://www.ugr.es
Grado en Traducción e Interpretación,Universidad de Huelva,Pública,Huelva,Andalucía,Presencial,4,240,Artes y Humanidades,11.1,95,Español,https://www.uhu.es
Grado en Traducción e Interpretación,Universidad de Jaén,Pública,Jaén,Andalucía,Presencial,4,240,Artes y Humanidades,10.7,105,Español,https://www.ujaen.es
Grado en Traducción e Interpretación,Universidad de La Laguna,Pública,San Cristóbal de La Laguna,Islas Canarias,Presencial,4,240,Artes y Humanidades,12.0,115,Español,https://www.ull.es
Grado en Traducción e Interpretación,Universidad de La Rioja,Pública,Logroño,La Rioja,Presencial,4,240,Artes y Humanidades,9.0,90,Español,https://www.unirioja.es
Grado en Traducción e Interpretación,Universidad de Las Palmas de Gran Canaria,Pública,Las Palmas de G.C.,Islas Canarias,Presencial,4,240,Artes y Humanidades,10.7,75,Español,https://www.ulpgc.es
Grado en Traducción e Interpretación,Universidad de León,Pública,León,Castilla y León,Presencial,4,240,Artes y Humanidades,10.3,120,Español,https://www.unileon.es
Grado en Traducción e Interpretación,Universidad de Lleida,Pública,Lleida,Cataluña,Presencial,4,240,Artes y Humanidades,11.7,85,Catalán/Español,https://www.udl.es
Grado en Traducción e Interpretación,Universidad de Mondragón,Privada,Mondragón,País Vasco,Presencial,4,240,Artes y Humanidades,9.8,35,Vasco/Español,https://www.mondragon.edu
Grado en Traducción e Interpretación,Universidad de Murcia,Pública,Murcia,Región de Murcia,Presencial,4,240,Artes y Humanidades,11.6,115,Español,https://www.um.es
Grado en Traducción e Interpretación,Universidad de Málaga,Pública,Málaga,Andalucía,Presencial,4,240,Artes y Humanidades,10.4,120,Español,https://www.uma.es
Grado en Traducción e Interpretación,Universidad de Navarra,Privada,Pamplona,Navarra,Presencial,4,240,Artes y Humanidades,11.5,40,Español/Inglés,https://www.unav.edu
Grado en Traducción e Interpretación,Universidad de Oviedo,Pública,Oviedo,Asturias,Presencial,4,240,Artes y Humanidades,10.9,95,Español,https://www.uniovi.es
Grado en Traducción e Interpretación,Universidad de Salamanca,Pública,Salamanca,Castilla y León,Presencial,4,240,Artes y Humanidades,10.1,120,Español,https://www.usal.es
Grado en Traducción e Interpretación,Universidad de Santiago de Compostela,Pública,Santiago de Compostela,Galicia,Presencial,4,240,Artes y Humanidades,11.0,115,Gallego/Español,https://www.usc.gal
Grado en Traducción e Interpretación,Universidad de Sevilla,Pública,Sevilla,Andalucía,Presencial,4,240,Artes y Humanidades,11.4,60,Español,https://www.us.es
Grado en Traducción e Interpretación,Universidad de Valencia,Pública,Valencia,Comunidad Valenciana,Presencial,4,240,Artes y Humanidades,10.2,95,Valenciano/Español,https://www.uv.es
Grado en Traducción e Interpretación,Universidad de Valladolid,Pública,Valladolid,Castilla y León,Presencial,4,240,Artes y Humanidades,10.0,90,Español,https://www.uva.es
Grado en Traducción e Interpretación,Universidad de Vigo,Pública,Vigo,Galicia,Presencial,4,240,Artes y Humanidades,11.4,100,Gallego/Español,https://www.uvigo.gal
Grado en Traducción e Interpretación,Universidad de Zaragoza,Pública,Zaragoza,Aragón,Presencial,4,240,Artes y Humanidades,10.5,80,Español,https://www.unizar.es
Grado en Traducción e Interpretación,Universidad de las Islas Baleares,Pública,Palma de Mallorca,Islas Baleares,Presencial,4,240,Artes y Humanidades,9.3,85,Catalán/Español,https://www.uib.es
Grado en Traducción e Interpretación,Universidad del País Vasco,Pública,Bilbao,País Vasco,Presencial,4,240,Artes y Humanidades,11.6,80,Vasco/Español,https://www.ehu.eus
Grado en Biología,IE University,Privada,Segovia,Castilla y León,Presencial,4,240,Ciencias,12.4,70,Español/Inglés,https://www.ie.edu
Grado en Biología,Universidad Alfonso X el Sabio,Privada,Villanueva de la Cañada,Comunidad de Madrid,Presencial,4,240,Ciencias,11.4,80,Español,https://www.uax.es
Grado en Biología,Universidad Autónoma de Barcelona,Pública,Bellaterra,Cataluña,Presencial,4,240,Ciencias,11.2,95,Catalán/Español,https://www.uab.cat
Grado en Biología,Universidad Autónoma de Madrid,Pública,Madrid,Comunidad de Madrid,Presencial,4,240,Ciencias,12.2,190,Español,https://www.uam.es
Grado en Biología,Universidad CEU Cardenal Herrera,Privada,Valencia,Comunidad Valenciana,Presencial,4,240,Ciencias,10.6,65,Español,https://www.uchceu.es
Grado en Biología,Universidad CEU San Pablo,Privada,Madrid,Comunidad de Madrid,Presencial,4,240,Ciencias,9.1,115,Español/Inglés,https://www.uspceu.com
Grado en Biología,Universidad Carlos III de Madrid,Pública,Getafe,Comunidad de Madrid,Presencial,4,240,Ciencias,10.6,150,Español/Inglés,https://www.uc3m.es
Grado en Biología,Universidad Católica de Murcia (UCAM),Privada,Murcia,Región de Murcia,Presencial,4,240,Ciencias,9.8,100,Español/Inglés,https://www.ucam.edu
Grado en Biología,Universidad Católica de Valencia,Privada,Valencia,Comunidad Valenciana,Presencial,4,240,Ciencias,10.7,70,Español,https://www.ucv.es
Grado en Biología,Universidad Complutense de Madrid,Pública,Madrid,Comunidad de Madrid,Presencial,4,240,Ciencias,10.5,155,Español,https://www.ucm.es
Grado en Biología,Universidad Francisco de Vitoria,Privada,Madrid,Comunidad de Madrid,Presencial,4,240,Ciencias,11.6,110,Español/Inglés,https://www.ufv.es
Grado en Biología,Universidad Internacional de Cataluña,Privada,Barcelona,Cataluña,Presencial,4,240,Ciencias,11.1,120,Español/Inglés,https://www.uic.es
Grado en Biología,Universidad Jaume I,Pública,Castellón de la Plana,Comunidad Valenciana,Presencial,4,240,Ciencias,9.7,125,Valenciano/Español,https://www.uji.es
Grado en Biología,Universidad Loyola Andalucía,Privada,Sevilla,Andalucía,Presencial,4,240,Ciencias,10.7,95,Español/Inglés,https://www.uloyola.es
Grado en Biología,Universidad Miguel Hernández,Pública,Elche,Comunidad Valenciana,Presencial,4,240,Ciencias,10.8,135,Valenciano/Español,https://www.umh.es
Grado en Biología,Universidad Nebrija,Privada,Madrid,Comunidad de Madrid,Presencial,4,240,Ciencias,11.3,60,Español/Inglés,https://www.nebrija.es
Grado en Biología,Universidad Pablo de Olavide,Pública,Sevilla,Andalucía,Presencial,4,240,Ciencias,11.2,105,Español,https://www.upo.es
Grado en Biología,Universidad Pompeu Fabra,Pública,Barcelona,Cataluña,Presencial,4,240,Ciencias,11.8,120,Catalán/Español/Inglés,https://www.upf.edu
Grado en Biología,Universidad Pontificia Comillas,Privada,Madrid,Comunidad de Madrid,Presencial,4,240,Ciencias,11.8,60,Español/Inglés,https://www.comillas.edu
Grado en Biología,Universidad Pública de Navarra,Pública,Pamplona,Navarra,Presencial,4,240,Ciencias,10.6,165,Español/Vasco,https://www.unavarra.es
Grado en Biología,Universidad Rey Juan Carlos,Pública,Móstoles,Comunidad de Madrid,Presencial,4,240,Ciencias,9.0,100,Español,https://www.urjc.es
Grado en Biología,Universidad Rovira i Virgili,Pública,Tarragona,Cataluña,Presencial,4,240,Ciencias,9.7,180,Catalán/Español,https://www.urv.cat
Grado en Biología,Universidad San Jorge,Privada,Zaragoza,Aragón,Presencial,4,240,Ciencias,11.6,55,Español/Inglés,https://www.usj.es
Grado en Biología,Universidad de A Coruña,Pública,A Coruña,Galicia,Presencial,4,240,Ciencias,9.5,80,Gallego/Español,https://www.udc.es
Grado en Biología,Universidad de Alcalá,Pública,Alcalá de Henares,Comunidad de Madrid,Presencial,4,240,Ciencias,9.7,90,Español,https://www.uah.es
Grado en Biología,Universidad de Alicante,Pública,Alicante,Comunidad Valenciana,Presencial,4,240,Ciencias,10.6,145,Valenciano/Español,https://www.ua.es
Grado en Biología,Universidad de Almería,Pública,Almería,Andalucía,Presencial,4,240,Ciencias,9.5,120,Español,https://www.ual.es
Grado en Biología,Universidad de Barcelona,Pública,Barcelona,Cataluña,Presencial,4,240,Ciencias,12.6,160,Catalán/Español,https://www.ub.edu
Grado en Biología,Universidad de Burgos,Pública,Burgos,Castilla y León,Presencial,4,240,Ciencias,9.3,145,Español,https://www.ubu.es
Grado en Biología,Universidad de Cantabria,Pública,Santander,Cantabria,Presencial,4,240,Ciencias,9.1,100,Español,https://www.unican.es
Grado en Biología,Universidad de Castilla-La Mancha,Pública,Ciudad Real,Castilla-La Mancha,Presencial,4,240,Ciencias,10.9,160,Español,https://www.uclm.es
Grado en Biología,Universidad de Cádiz,Pública,Cádiz,Andalucía,Presencial,4,240,Ciencias,11.5,180,Español,https://www.uca.es
Grado en Biología,Universidad de Córdoba,Pública,Córdoba,Andalucía,Presencial,4,240,Ciencias,11.1,200,Español,https://www.uco.es
Grado en Biología,Universidad de Deusto,Privada,Bilbao,País Vasco,Presencial,4,240,Ciencias,11.1,75,Español/Inglés,https://www.deusto.es
Grado en Biología,Universidad de Extremadura,Pública,Badajoz,Extremadura,Presencial,4,240,Ciencias,10.7,180,Español,https://www.unex.es
Grado en Biología,Universidad de Girona,Pública,Girona,Cataluña,Presencial,4,240,Ciencias,9.4,125,Catalán/Español,https://www.udg.edu
Grado en Biología,Universidad de Granada,Pública,Granada,Andalucía,Presencial,4,240,Ciencias,9.6,160,Español,https://www.ugr.es
Grado en Biología,Universidad de Huelva,Pública,Huelva,Andalucía,Presencial,4,240,Ciencias,9.4,120,Español,https://www.uhu.es
Grado en Biología,Universidad de Jaén,Pública,Jaén,Andalucía,Presencial,4,240,Ciencias,9.5,95,Español,https://www.ujaen.es
Grado en Biología,Universidad de La Laguna,Pública,San Cristóbal de La Laguna,Islas Canarias,Presencial,4,240,Ciencias,11.3,145,Español,https://www.ull.es
Grado en Biología,Universidad de La Rioja,Pública,Logroño,La Rioja,Presencial,4,240,Ciencias,11.0,200,Español,https://www.unirioja.es
Grado en Biología,Universidad de Las Palmas de Gran Canaria,Pública,Las Palmas de G.C.,Islas Canarias,Presencial,4,240,Ciencias,10.2,130,Español,https://www.ulpgc.es
Grado en Biología,Universidad de León,Pública,León,Castilla y León,Presencial,4,240,Ciencias,9.6,170,Español,https://www.unileon.es
Grado en Biología,Universidad de Lleida,Pública,Lleida,Cataluña,Presencial,4,240,Ciencias,10.8,185,Catalán/Español,https://www.udl.es
Grado en Biología,Universidad de Mondragón,Privada,Mondragón,País Vasco,Presencial,4,240,Ciencias,10.4,55,Vasco/Español,https://www.mondragon.edu
Grado en Biología,Universidad de Murcia,Pública,Murcia,Región de Murcia,Presencial,4,240,Ciencias,9.0,120,Español,https://www.um.es
Grado en Biología,Universidad de Málaga,Pública,Málaga,Andalucía,Presencial,4,240,Ciencias,11.7,155,Español,https://www.uma.es
Grado en Biología,Universidad de Navarra,Privada,Pamplona,Navarra,Presencial,4,240,Ciencias,10.9,95,Español/Inglés,https://www.unav.edu
Grado en Biología,Universidad de Oviedo,Pública,Oviedo,Asturias,Presencial,4,240,Ciencias,9.4,170,Español,https://www.uniovi.es
Grado en Biología,Universidad de Salamanca,Pública,Salamanca,Castilla y León,Presencial,4,240,Ciencias,10.7,180,Español,https://www.usal.es
Grado en Biología,Universidad de Santiago de Compostela,Pública,Santiago de Compostela,Galicia,Presencial,4,240,Ciencias,10.0,190,Gallego/Español,https://www.usc.gal
Grado en Biología,Universidad de Sevilla,Pública,Sevilla,Andalucía,Presencial,4,240,Ciencias,11.1,165,Español,https://www.us.es
Grado en Biología,Universidad de Valencia,Pública,Valencia,Comunidad Valenciana,Presencial,4,240,Ciencias,10.3,80,Valenciano/Español,https://www.uv.es
Grado en Biología,Universidad de Valladolid,Pública,Valladolid,Castilla y León,Presencial,4,240,Ciencias,9.8,135,Español,https://www.uva.es
Grado en Biología,Universidad de Vigo,Pública,Vigo,Galicia,Presencial,4,240,Ciencias,10.7,200,Gallego/Español,https://www.uvigo.gal
Grado en Biología,Universidad de Zaragoza,Pública,Zaragoza,Aragón,Presencial,4,240,Ciencias,10.2,180,Español,https://www.unizar.es
Grado en Biología,Universidad de las Islas Baleares,Pública,Palma de Mallorca,Islas Baleares,Presencial,4,240,Ciencias,9.8,185,Catalán/Español,https://www.uib.es
Grado en Biología,Universidad del País Vasco,Pública,Bilbao,País Vasco,Presencial,4,240,Ciencias,11.2,145,Vasco/Español,https://www.ehu.eus
Grado en Bioquímica,IE University,Privada,Segovia,Castilla y León,Presencial,4,240,Ciencias,10.7,50,Español/Inglés,https://www.ie.edu
Grado en Bioquímica,Universidad Alfonso X el Sabio,Privada,Villanueva de la Cañada,Comunidad de Madrid,Presencial,4,240,Ciencias,10.3,60,Español,https://www.uax.es
Grado en Bioquímica,Universidad Autónoma de Barcelona,Pública,Bellaterra,Cataluña,Presencial,4,240,Ciencias,11.2,110,Catalán/Español,https://www.uab.cat
Grado en Bioquímica,Universidad Autónoma de Madrid,Pública,Madrid,Comunidad de Madrid,Presencial,4,240,Ciencias,10.6,85,Español,https://www.uam.es
Grado en Bioquímica,Universidad CEU Cardenal Herrera,Privada,Valencia,Comunidad Valenciana,Presencial,4,240,Ciencias,11.6,70,Español,https://www.uchceu.es
Grado en Bioquímica,Universidad CEU San Pablo,Privada,Madrid,Comunidad de Madrid,Presencial,4,240,Ciencias,12.8,55,Español/Inglés,https://www.uspceu.com
Grado en Bioquímica,Universidad Carlos III de Madrid,Pública,Getafe,Comunidad de Madrid,Presencial,4,240,Ciencias,11.7,60,Español/Inglés,https://www.uc3m.es
Grado en Bioquímica,Universidad Católica de Murcia (UCAM),Privada,Murcia,Región de Murcia,Presencial,4,240,Ciencias,12.7,60,Español/Inglés,https://www.ucam.edu
Grado en Bioquímica,Universidad Católica de Valencia,Privada,Valencia,Comunidad Valenciana,Presencial,4,240,Ciencias,12.3,70,Español,https://www.ucv.es
Grado en Bioquímica,Universidad Complutense de Madrid,Pública,Madrid,Comunidad de Madrid,Presencial,4,240,Ciencias,10.9,70,Español,https://www.ucm.es
Grado en Bioquímica,Universidad Francisco de Vitoria,Privada,Madrid,Comunidad de Madrid,Presencial,4,240,Ciencias,12.9,70,Español/Inglés,https://www.ufv.es
Grado en Bioquímica,Universidad Internacional de Cataluña,Privada,Barcelona,Cataluña,Presencial,4,240,Ciencias,12.3,60,Español/Inglés,https://www.uic.es
Grado en Bioquímica,Universidad Jaume I,Pública,Castellón de la Plana,Comunidad Valenciana,Presencial,4,240,Ciencias,11.9,90,Valenciano/Español,https://www.uji.es
Grado en Bioquímica,Universidad Loyola Andalucía,Privada,Sevilla,Andalucía,Presencial,4,240,Ciencias,10.1,50,Español/Inglés,https://www.uloyola.es
Grado en Bioquímica,Universidad Miguel Hernández,Pública,Elche,Comunidad Valenciana,Presencial,4,240,Ciencias,11.1,85,Valenciano/Español,https://www.umh.es
Grado en Bioquímica,Universidad Nebrija,Privada,Madrid,Comunidad de Madrid,Presencial,4,240,Ciencias,11.6,55,Español/Inglés,https://www.nebrija.es
Grado en Bioquímica,Universidad Pablo de Olavide,Pública,Sevilla,Andalucía,Presencial,4,240,Ciencias,10.4,100,Español,https://www.upo.es
Grado en Bioquímica,Universidad Pompeu Fabra,Pública,Barcelona,Cataluña,Presencial,4,240,Ciencias,11.3,100,Catalán/Español/Inglés,https://www.upf.edu
Grado en Bioquímica,Universidad Pontificia Comillas,Privada,Madrid,Comunidad de Madrid,Presencial,4,240,Ciencias,11.9,60,Español/Inglés,https://www.comillas.edu
Grado en Bioquímica,Universidad Pública de Navarra,Pública,Pamplona,Navarra,Presencial,4,240,Ciencias,10.6,70,Español/Vasco,https://www.unavarra.es
Grado en Bioquímica,Universidad Rey Juan Carlos,Pública,Móstoles,Comunidad de Madrid,Presencial,4,240,Ciencias,11.0,95,Español,https://www.urjc.es
Grado en Bioquímica,Universidad Rovira i Virgili,Pública,Tarragona,Cataluña,Presencial,4,240,Ciencias,11.2,85,Catalán/Español,https://www.urv.cat
Grado en Bioquímica,Universidad San Jorge,Privada,Zaragoza,Aragón,Presencial,4,240,Ciencias,10.5,40,Español/Inglés,https://www.usj.es
Grado en Bioquímica,Universidad de A Coruña,Pública,A Coruña,Galicia,Presencial,4,240,Ciencias,10.5,100,Gallego/Español,https://www.udc.es
Grado en Bioquímica,Universidad de Alcalá,Pública,Alcalá de Henares,Comunidad de Madrid,Presencial,4,240,Ciencias,12.8,115,Español,https://www.uah.es
Grado en Bioquímica,Universidad de Alicante,Pública,Alicante,Comunidad Valenciana,Presencial,4,240,Ciencias,11.6,65,Valenciano/Español,https://www.ua.es
Grado en Bioquímica,Universidad de Almería,Pública,Almería,Andalucía,Presencial,4,240,Ciencias,10.5,110,Español,https://www.ual.es
Grado en Bioquímica,Universidad de Barcelona,Pública,Barcelona,Cataluña,Presencial,4,240,Ciencias,13.5,60,Catalán/Español,https://www.ub.edu
Grado en Bioquímica,Universidad de Burgos,Pública,Burgos,Castilla y León,Presencial,4,240,Ciencias,12.6,70,Español,https://www.ubu.es
Grado en Bioquímica,Universidad de Cantabria,Pública,Santander,Cantabria,Presencial,4,240,Ciencias,10.8,70,Español,https://www.unican.es
Grado en Bioquímica,Universidad de Castilla-La Mancha,Pública,Ciudad Real,Castilla-La Mancha,Presencial,4,240,Ciencias,11.1,90,Español,https://www.uclm.es
Grado en Bioquímica,Universidad de Cádiz,Pública,Cádiz,Andalucía,Presencial,4,240,Ciencias,12.6,95,Español,https://www.uca.es
Grado en Bioquímica,Universidad de Córdoba,Pública,Córdoba,Andalucía,Presencial,4,240,Ciencias,10.2,60,Español,https://www.uco.es
Grado en Bioquímica,Universidad de Deusto,Privada,Bilbao,País Vasco,Presencial,4,240,Ciencias,11.6,65,Español/Inglés,https://www.deusto.es
Grado en Bioquímica,Universidad de Extremadura,Pública,Badajoz,Extremadura,Presencial,4,240,Ciencias,10.6,100,Español,https://www.unex.es
Grado en Bioquímica,Universidad de Girona,Pública,Girona,Cataluña,Presencial,4,240,Ciencias,11.1,85,Catalán/Español,https://www.udg.edu
Grado en Bioquímica,Universidad de Granada,Pública,Granada,Andalucía,Presencial,4,240,Ciencias,10.3,85,Español,https://www.ugr.es
Grado en Bioquímica,Universidad de Huelva,Pública,Huelva,Andalucía,Presencial,4,240,Ciencias,10.4,115,Español,https://www.uhu.es
Grado en Bioquímica,Universidad de Jaén,Pública,Jaén,Andalucía,Presencial,4,240,Ciencias,10.8,110,Español,https://www.ujaen.es
Grado en Bioquímica,Universidad de La Laguna,Pública,San Cristóbal de La Laguna,Islas Canarias,Presencial,4,240,Ciencias,10.7,115,Español,https://www.ull.es
Grado en Bioquímica,Universidad de La Rioja,Pública,Logroño,La Rioja,Presencial,4,240,Ciencias,10.1,110,Español,https://www.unirioja.es
Grado en Bioquímica,Universidad de Las Palmas de Gran Canaria,Pública,Las Palmas de G.C.,Islas Canarias,Presencial,4,240,Ciencias,12.8,60,Español,https://www.ulpgc.es
Grado en Bioquímica,Universidad de León,Pública,León,Castilla y León,Presencial,4,240,Ciencias,11.2,75,Español,https://www.unileon.es
Grado en Bioquímica,Universidad de Lleida,Pública,Lleida,Cataluña,Presencial,4,240,Ciencias,11.9,70,Catalán/Español,https://www.udl.es
Grado en Bioquímica,Universidad de Mondragón,Privada,Mondragón,País Vasco,Presencial,4,240,Ciencias,10.3,60,Vasco/Español,https://www.mondragon.edu
Grado en Bioquímica,Universidad de Murcia,Pública,Murcia,Región de Murcia,Presencial,4,240,Ciencias,11.5,60,Español,https://www.um.es
Grado en Bioquímica,Universidad de Málaga,Pública,Málaga,Andalucía,Presencial,4,240,Ciencias,12.6,70,Español,https://www.uma.es
Grado en Bioquímica,Universidad de Navarra,Privada,Pamplona,Navarra,Presencial,4,240,Ciencias,10.8,50,Español/Inglés,https://www.unav.edu
Grado en Bioquímica,Universidad de Oviedo,Pública,Oviedo,Asturias,Presencial,4,240,Ciencias,12.9,95,Español,https://www.uniovi.es
Grado en Bioquímica,Universidad de Salamanca,Pública,Salamanca,Castilla y León,Presencial,4,240,Ciencias,11.1,105,Español,https://www.usal.es
Grado en Bioquímica,Universidad de Santiago de Compostela,Pública,Santiago de Compostela,Galicia,Presencial,4,240,Ciencias,12.9,120,Gallego/Español,https://www.usc.gal
Grado en Bioquímica,Universidad de Sevilla,Pública,Sevilla,Andalucía,Presencial,4,240,Ciencias,10.5,85,Español,https://www.us.es
Grado en Bioquímica,Universidad de Valencia,Pública,Valencia,Comunidad Valenciana,Presencial,4,240,Ciencias,13.0,115,Valenciano/Español,https://www.uv.es
Grado en Bioquímica,Universidad de Valladolid,Pública,Valladolid,Castilla y León,Presencial,4,240,Ciencias,11.2,70,Español,https://www.uva.es
Grado en Bioquímica,Universidad de Vigo,Pública,Vigo,Galicia,Presencial,4,240,Ciencias,12.3,80,Gallego/Español,https://www.uvigo.gal
Grado en Bioquímica,Universidad de Zaragoza,Pública,Zaragoza,Aragón,Presencial,4,240,Ciencias,12.1,70,Español,https://www.unizar.es
Grado en Bioquímica,Universidad de las Islas Baleares,Pública,Palma de Mallorca,Islas Baleares,Presencial,4,240,Ciencias,11.1,115,Catalán/Español,https://www.uib.es
Grado en Bioquímica,Universidad del País Vasco,Pública,Bilbao,País Vasco,Presencial,4,240,Ciencias,13.2,70,Vasco/Español,https://www.ehu.eus
Grado en Biotecnología,IE University,Privada,Segovia,Castilla y León,Presencial,4,240,Ciencias,13.7,65,Español/Inglés,https://www.ie.edu
Grado en Biotecnología,Universidad Alfonso X el Sabio,Privada,Villanueva de la Cañada,Comunidad de Madrid,Presencial,4,240,Ciencias,11.6,50,Español,https://www.uax.es
Grado en Biotecnología,Universidad Autónoma de Barcelona,Pública,Bellaterra,Cataluña,Presencial,4,240,Ciencias,12.0,115,Catalán/Español,https://www.uab.cat
Grado en Biotecnología,Universidad Autónoma de Madrid,Pública,Madrid,Comunidad de Madrid,Presencial,4,240,Ciencias,13.9,100,Español,https://www.uam.es
Grado en Biotecnología,Universidad CEU Cardenal Herrera,Privada,Valencia,Comunidad Valenciana,Presencial,4,240,Ciencias,13.2,45,Español,https://www.uchceu.es
Grado en Biotecnología,Universidad CEU San Pablo,Privada,Madrid,Comunidad de Madrid,Presencial,4,240,Ciencias,12.8,65,Español/Inglés,https://www.uspceu.com
Grado en Biotecnología,Universidad Carlos III de Madrid,Pública,Getafe,Comunidad de Madrid,Presencial,4,240,Ciencias,13.6,90,Español/Inglés,https://www.uc3m.es
Grado en Biotecnología,Universidad Católica de Murcia (UCAM),Privada,Murcia,Región de Murcia,Presencial,4,240,Ciencias,11.3,50,Español/Inglés,https://www.ucam.edu
Grado en Biotecnología,Universidad Católica de Valencia,Privada,Valencia,Comunidad Valenciana,Presencial,4,240,Ciencias,11.8,65,Español,https://www.ucv.es
Grado en Biotecnología,Universidad Complutense de Madrid,Pública,Madrid,Comunidad de Madrid,Presencial,4,240,Ciencias,13.8,75,Español,https://www.ucm.es
Grado en Biotecnología,Universidad Francisco de Vitoria,Privada,Madrid,Comunidad de Madrid,Presencial,4,240,Ciencias,13.1,70,Español/Inglés,https://www.ufv.es
Grado en Biotecnología,Universidad Internacional de Cataluña,Privada,Barcelona,Cataluña,Presencial,4,240,Ciencias,13.0,35,Español/Inglés,https://www.uic.es
Grado en Biotecnología,Universidad Jaume I,Pública,Castellón de la Plana,Comunidad Valenciana,Presencial,4,240,Ciencias,13.0,115,Valenciano/Español,https://www.uji.es
Grado en Biotecnología,Universidad Loyola Andalucía,Privada,Sevilla,Andalucía,Presencial,4,240,Ciencias,12.9,50,Español/Inglés,https://www.uloyola.es
Grado en Biotecnología,Universidad Miguel Hernández,Pública,Elche,Comunidad Valenciana,Presencial,4,240,Ciencias,11.9,110,Valenciano/Español,https://www.umh.es
Grado en Biotecnología,Universidad Nebrija,Privada,Madrid,Comunidad de Madrid,Presencial,4,240,Ciencias,10.8,45,Español/Inglés,https://www.nebrija.es
Grado en Biotecnología,Universidad Pablo de Olavide,Pública,Sevilla,Andalucía,Presencial,4,240,Ciencias,11.2,100,Español,https://www.upo.es
Grado en Biotecnología,Universidad Pompeu Fabra,Pública,Barcelona,Cataluña,Presencial,4,240,Ciencias,11.3,90,Catalán/Español/Inglés,https://www.upf.edu
Grado en Biotecnología,Universidad Pontificia Comillas,Privada,Madrid,Comunidad de Madrid,Presencial,4,240,Ciencias,11.4,45,Español/Inglés,https://www.comillas.edu
Grado en Biotecnología,Universidad Pública de Navarra,Pública,Pamplona,Navarra,Presencial,4,240,Ciencias,11.4,65,Español/Vasco,https://www.unavarra.es
Grado en Biotecnología,Universidad Rey Juan Carlos,Pública,Móstoles,Comunidad de Madrid,Presencial,4,240,Ciencias,11.2,85,Español,https://www.urjc.es
Grado en Biotecnología,Universidad Rovira i Virgili,Pública,Tarragona,Cataluña,Presencial,4,240,Ciencias,12.4,100,Catalán/Español,https://www.urv.cat
Grado en Biotecnología,Universidad San Jorge,Privada,Zaragoza,Aragón,Presencial,4,240,Ciencias,12.9,65,Español/Inglés,https://www.usj.es
Grado en Biotecnología,Universidad de A Coruña,Pública,A Coruña,Galicia,Presencial,4,240,Ciencias,12.5,70,Gallego/Español,https://www.udc.es
Grado en Biotecnología,Universidad de Alcalá,Pública,Alcalá de Henares,Comunidad de Madrid,Presencial,4,240,Ciencias,11.3,110,Español,https://www.uah.es
Grado en Biotecnología,Universidad de Alicante,Pública,Alicante,Comunidad Valenciana,Presencial,4,240,Ciencias,11.8,65,Valenciano/Español,https://www.ua.es
Grado en Biotecnología,Universidad de Almería,Pública,Almería,Andalucía,Presencial,4,240,Ciencias,12.5,75,Español,https://www.ual.es
Grado en Biotecnología,Universidad de Barcelona,Pública,Barcelona,Cataluña,Presencial,4,240,Ciencias,11.2,60,Catalán/Español,https://www.ub.edu
Grado en Biotecnología,Universidad de Burgos,Pública,Burgos,Castilla y León,Presencial,4,240,Ciencias,12.0,65,Español,https://www.ubu.es
Grado en Biotecnología,Universidad de Cantabria,Pública,Santander,Cantabria,Presencial,4,240,Ciencias,10.9,115,Español,https://www.unican.es
Grado en Biotecnología,Universidad de Castilla-La Mancha,Pública,Ciudad Real,Castilla-La Mancha,Presencial,4,240,Ciencias,11.4,105,Español,https://www.uclm.es
Grado en Biotecnología,Universidad de Cádiz,Pública,Cádiz,Andalucía,Presencial,4,240,Ciencias,12.6,95,Español,https://www.uca.es
Grado en Biotecnología,Universidad de Córdoba,Pública,Córdoba,Andalucía,Presencial,4,240,Ciencias,12.7,100,Español,https://www.uco.es
Grado en Biotecnología,Universidad de Deusto,Privada,Bilbao,País Vasco,Presencial,4,240,Ciencias,12.7,45,Español/Inglés,https://www.deusto.es
Grado en Biotecnología,Universidad de Extremadura,Pública,Badajoz,Extremadura,Presencial,4,240,Ciencias,13.4,95,Español,https://www.unex.es
Grado en Biotecnología,Universidad de Girona,Pública,Girona,Cataluña,Presencial,4,240,Ciencias,13.5,85,Catalán/Español,https://www.udg.edu
Grado en Biotecnología,Universidad de Granada,Pública,Granada,Andalucía,Presencial,4,240,Ciencias,10.6,80,Español,https://www.ugr.es
Grado en Biotecnología,Universidad de Huelva,Pública,Huelva,Andalucía,Presencial,4,240,Ciencias,12.8,70,Español,https://www.uhu.es
Grado en Biotecnología,Universidad de Jaén,Pública,Jaén,Andalucía,Presencial,4,240,Ciencias,13.4,80,Español,https://www.ujaen.es
Grado en Biotecnología,Universidad de La Laguna,Pública,San Cristóbal de La Laguna,Islas Canarias,Presencial,4,240,Ciencias,11.4,65,Español,https://www.ull.es
Grado en Biotecnología,Universidad de La Rioja,Pública,Logroño,La Rioja,Presencial,4,240,Ciencias,12.4,105,Español,https://www.unirioja.es
